-0.614397,-0.966622,1.293605,-1.872784,-1.616024,2.320558
-0.657722,-1.069487,1.459685,-1.938226,-1.617400,2.277845
-0.706889,-1.166784,1.608203,-1.992073,-1.618691,2.229113
-0.763118,-1.260776,1.742906,-2.035790,-1.619958,2.173269
-0.827735,-1.353002,1.865872,-2.070094,-1.621178,2.109038
-0.902259,-1.444468,1.978226,-2.095117,-1.622147,2.034684
-0.669553,-0.913156,1.204976,-1.840533,-1.617172,2.264969
-0.720753,-0.850507,1.098282,-1.799228,-1.618057,2.213255
-0.768083,-0.776810,0.968989,-1.746263,-1.618727,2.165358
-0.811713,-0.687952,0.808248,-1.676831,-1.619193,2.120958
-0.851895,-0.573170,0.593303,-1.578941,-1.619468,2.079816
-0.614205,-0.999999,1.215455,-1.761239,-1.615809,2.319861
-0.613976,-1.020226,1.118354,-1.644015,-1.615641,2.319141
-0.613724,-1.025312,0.998796,-1.519373,-1.615641,2.318360
-0.613447,-1.011782,0.849476,-1.383631,-1.615690,2.317411
-0.613135,-0.971272,0.653001,-1.227723,-1.615940,2.316390
-0.974689,-1.431424,2.019654,-2.127923,-1.517740,2.320498
-1.066447,-1.517273,2.115036,-2.133203,-1.520853,2.228850
-1.171720,-1.601878,2.199500,-2.128558,-1.524831,2.123744
-1.291575,-1.683745,2.272254,-2.114765,-1.529867,2.003898
-1.426349,-1.760136,2.332374,-2.094135,-1.536117,1.869183
-1.574477,-1.826683,2.378888,-2.070297,-1.543545,1.721168
-1.028190,-1.357058,1.927558,-2.107653,-1.519327,2.266699
-1.074081,-1.279456,1.824447,-2.080055,-1.520781,2.220382
-1.113700,-1.198648,1.710101,-2.044772,-1.522055,2.180390
-1.148038,-1.114316,1.583594,-2.001068,-1.523125,2.145612
-1.177998,-1.025420,1.443013,-1.948192,-1.524050,2.115160
-0.974425,-1.495348,1.945093,-1.989375,-1.517139,2.319897
-0.974065,-1.541999,1.856980,-1.854582,-1.516754,2.319237
-0.973741,-1.572040,1.755814,-1.723338,-1.516442,2.318612
-0.973333,-1.586406,1.641621,-1.594687,-1.516346,2.317928
-0.972925,-1.585602,1.513296,-1.467217,-1.516321,2.317243
-1.417800,-1.431580,2.019618,-2.127875,-1.574314,1.705378
-1.522656,-1.473182,2.067988,-2.135753,-1.577603,1.600708
-1.631778,-1.504951,2.103605,-2.141058,-1.580795,1.491647
-1.743087,-1.525267,2.126000,-2.144961,-1.583881,1.380472
-1.853753,-1.532986,2.134774,-2.148182,-1.586715,1.269899
-1.961106,-1.527689,2.129973,-2.151079,-1.589262,1.162507
-1.431897,-1.330321,1.893674,-2.103295,-1.574601,1.691000
-1.443540,-1.230653,1.757836,-2.067268,-1.574733,1.678888
-1.453358,-1.130678,1.610661,-2.020214,-1.574780,1.668554
-1.461784,-1.027914,1.449502,-1.961899,-1.574733,1.659577
-1.468952,-0.919450,1.269604,-1.890527,-1.574589,1.651634
-1.417524,-1.495468,1.945057,-1.989411,-1.573764,1.704756
-1.417212,-1.542083,1.856896,-1.854666,-1.573334,1.704134
-1.416852,-1.572148,1.755754,-1.723494,-1.573094,1.703464
-1.416456,-1.586455,1.641513,-1.594855,-1.572927,1.702854
-1.416059,-1.585650,1.513188,-1.467408,-1.572891,1.702160
-1.932680,-1.431520,2.019774,-2.127887,-1.574469,1.137306
-2.026624,-1.415584,2.001053,-2.126092,-1.577363,1.043307
-2.114706,-1.389267,1.969357,-2.121876,-1.579982,0.955213
-2.195988,-1.353638,1.924979,-2.114346,-1.582218,0.873834
-2.270093,-1.309812,1.868209,-2.102708,-1.584143,0.799526
-2.337103,-1.258788,1.799178,-2.086054,-1.585746,0.732365
-1.899307,-1.322088,1.882984,-2.100254,-1.573273,1.170307
-1.871464,-1.215843,1.736638,-2.059977,-1.572114,1.197579
-1.847974,-1.109907,1.578855,-2.007912,-1.571109,1.220589
-1.827782,-1.001282,1.406104,-1.943647,-1.570116,1.240029
-1.810335,-0.885977,1.212123,-1.864945,-1.569207,1.256733
-1.932392,-1.495444,1.945201,-1.989387,-1.573932,1.136670
-1.932044,-1.542119,1.857076,-1.854618,-1.573501,1.135998
-1.931709,-1.572208,1.755970,-1.723458,-1.573202,1.135398
-1.931349,-1.586515,1.641717,-1.594867,-1.573082,1.134666
-1.930917,-1.585710,1.513440,-1.467336,-1.573082,1.134042
-2.283763,-1.650911,2.232922,-2.218216,-1.568894,0.726101
-2.373606,-1.596353,2.182102,-2.221927,-1.563065,0.636391
-2.451225,-1.533418,2.118579,-2.220921,-1.557957,0.558813
-2.517886,-1.464490,2.042973,-2.213629,-1.553593,0.492170
-2.574996,-1.391223,1.955972,-2.199093,-1.549879,0.434958
-2.623956,-1.314566,1.857915,-2.176858,-1.546622,0.385769
-2.208655,-1.533765,2.118914,-2.220945,-1.573776,0.800964
-2.147236,-1.424068,1.995988,-2.207043,-1.577603,0.861915
-2.096256,-1.318937,1.864037,-2.179551,-1.580688,0.912448
-2.053285,-1.215831,1.722043,-2.139956,-1.583103,0.954854
-2.016595,-1.112334,1.568239,-2.088951,-1.585052,0.990966
-2.283404,-1.721017,2.147150,-2.062312,-1.568197,0.725525
-2.282973,-1.768376,2.048981,-1.916749,-1.567680,0.724937
-2.282529,-1.795789,1.939481,-1.779857,-1.567367,0.724374
-2.282074,-1.805632,1.818988,-1.649504,-1.567247,0.723809
-2.281547,-1.799867,1.687015,-1.523316,-1.567199,0.723222
-2.602484,-1.650132,2.232970,-2.162789,-1.523257,0.198719
-2.661688,-1.564377,2.150489,-2.163543,-1.522776,0.139341
-2.710605,-1.477294,2.057112,-2.155162,-1.522464,0.090152
-2.751376,-1.389495,1.953284,-2.137262,-1.522223,0.049035
-2.785605,-1.301023,1.839097,-2.110119,-1.521995,0.014466
-2.814694,-1.211158,1.714057,-2.073626,-1.521718,-0.015094
-2.501848,-1.550294,2.138268,-2.172152,-1.524399,0.299334
-2.416514,-1.452897,2.033128,-2.167877,-1.525564,0.384536
-2.343835,-1.357274,1.918071,-2.151282,-1.526790,0.456948
-2.281523,-1.262392,1.792735,-2.123230,-1.527872,0.518921
-2.227732,-1.166819,1.656319,-2.084318,-1.528822,0.572306
-2.602112,-1.720322,2.147294,-2.006848,-1.522548,0.198122
-2.601714,-1.767814,2.049173,-1.861224,-1.522103,0.197464
-2.601258,-1.795310,1.939696,-1.724295,-1.521790,0.196879
-2.600777,-1.805237,1.819287,-1.593873,-1.521682,0.196317
-2.600261,-1.799568,1.687386,-1.467636,-1.521718,0.195720
