235.093135,292.441893,612.877919,-2.093640,2.316983,0.059160
230.024878,242.735224,610.941133,-2.093580,2.316989,0.059196
224.977692,193.019891,608.969634,-2.093627,2.317066,0.059191
219.902736,143.315570,607.048579,-2.093621,2.317004,0.059126
214.842279,93.616827,605.095951,-2.093585,2.317012,0.059233
209.783116,43.902750,603.146738,-2.093606,2.317027,0.059217
185.356569,297.462535,613.684502,-2.093572,2.317019,0.059161
135.606986,302.501421,614.469346,-2.093609,2.316985,0.059194
85.877234,307.528727,615.269779,-2.093547,2.317014,0.059164
36.146177,312.586050,616.054149,-2.093596,2.317078,0.059193
-13.607745,317.617310,616.840492,-2.093651,2.316967,0.059141
234.509625,294.441742,562.919764,-2.093599,2.317046,0.059202
233.910630,296.469024,512.955305,-2.093661,2.317065,0.059193
233.314145,298.481809,463.017448,-2.093649,2.316971,0.059182
232.728260,300.503290,413.066407,-2.093632,2.316952,0.059143
232.130843,302.513610,363.123468,-2.093564,2.316993,0.059117
113.103204,601.710092,503.465116,-2.113232,2.321164,0.049403
108.411438,551.959305,502.287687,-2.113284,2.321228,0.049327
103.746709,502.193813,501.158167,-2.113248,2.321239,0.049331
99.047334,452.422759,500.023123,-2.113269,2.321176,0.049322
94.343445,402.652243,498.885786,-2.113263,2.321212,0.049326
89.652517,352.890307,497.760726,-2.113237,2.321159,0.049352
63.342909,606.395729,504.535101,-2.113231,2.321171,0.049381
13.591282,611.047447,505.631192,-2.113210,2.321207,0.049362
-36.198079,615.722906,506.711052,-2.113258,2.321187,0.049374
-85.962038,620.374200,507.806667,-2.113269,2.321199,0.049354
-135.718086,625.050419,508.891565,-2.113174,2.321265,0.049362
112.150709,602.955284,453.458853,-2.113185,2.321263,0.049351
111.162404,604.193736,403.479593,-2.113191,2.321239,0.049335
110.178847,605.423625,353.522317,-2.113197,2.321200,0.049412
109.207265,606.655474,303.521499,-2.113244,2.321279,0.049353
108.231405,607.890145,253.560088,-2.113182,2.321296,0.049361
-181.789393,510.515817,449.224920,-2.137597,2.209644,0.175500
-183.575312,460.932050,443.028743,-2.137701,2.209548,0.175462
-185.322195,411.351353,436.847021,-2.137647,2.209607,0.175429
-187.082921,361.761183,430.678064,-2.137610,2.209590,0.175496
-188.846113,312.173014,424.497575,-2.137673,2.209587,0.175470
-190.616664,262.584043,418.296710,-2.137718,2.209595,0.175389
-231.746458,512.040232,451.139926,-2.137703,2.209602,0.175438
-281.679222,513.578858,453.063556,-2.137671,2.209600,0.175406
-331.608429,515.116235,454.991522,-2.137602,2.209649,0.175454
-381.572508,516.636503,456.903803,-2.137700,2.209553,0.175379
-431.495351,518.172746,458.834805,-2.137718,2.209583,0.175370
-183.511995,516.758961,399.638951,-2.137645,2.209607,0.175434
-185.222370,523.001849,350.073949,-2.137548,2.209665,0.175435
-186.974516,529.241337,300.492164,-2.137627,2.209544,0.175525
-188.669598,535.478926,250.890462,-2.137624,2.209638,0.175419
-190.407658,541.718628,201.335580,-2.137626,2.209603,0.175501
-408.833871,251.970798,481.266340,-2.365324,2.050780,0.076125
-401.775630,202.533754,479.097845,-2.365262,2.050819,0.076109
-394.727260,153.062995,476.947132,-2.365351,2.050757,0.076165
-387.676776,103.614005,474.770115,-2.365337,2.050766,0.076183
-380.606217,54.182614,472.598068,-2.365250,2.050809,0.076167
-373.569057,4.721569,470.444333,-2.365291,2.050816,0.076265
-458.306237,244.859362,482.505037,-2.365316,2.050805,0.076212
-507.797832,237.749229,483.686462,-2.365376,2.050742,0.076164
-557.273658,230.615055,484.907690,-2.365376,2.050712,0.076142
-606.734177,223.529193,486.118210,-2.365303,2.050791,0.076134
-656.208717,216.409201,487.342235,-2.365321,2.050746,0.076200
-410.345911,253.942568,431.332534,-2.365381,2.050685,0.076128
-411.861794,255.912857,381.415232,-2.365395,2.050703,0.076212
-413.351180,257.896700,331.448411,-2.365346,2.050777,0.076084
-414.863893,259.851551,281.541950,-2.365399,2.050655,0.076180
-416.368952,261.842625,231.588169,-2.365364,2.050754,0.076174
-351.196028,3.107696,534.222234,-2.392192,1.960504,0.061957
