0.0201192,-0.990696,-0.0284175,0.131567,-332.624,-404.788,-1601.47,4,0,-283.306,-401.642,-1615.02,1,-319.79,-357.303,-1603.05,2,-381.179,-400.668,-1588.41,3,-346.219,-459.54,-1599.38
0.0206476,-0.990724,-0.0284262,0.13127,-345.615,-403.224,-1649.71,4,0,-296.29,-400.069,-1663.22,1,-332.774,-355.728,-1651.25,2,-394.173,-399.114,-1636.67,3,-359.225,-457.984,-1647.7
0.0210779,-0.9907,-0.0283619,0.131393,-358.64,-401.693,-1697.93,4,0,-309.305,-398.544,-1711.44,1,-345.793,-354.178,-1699.44,2,-407.197,-397.574,-1684.86,3,-372.265,-456.474,-1695.97
0.0208708,-0.990673,-0.0283845,0.131625,-371.61,-400.223,-1746.21,4,0,-322.284,-397.082,-1759.76,1,-358.775,-352.717,-1747.73,2,-420.166,-396.098,-1733.13,3,-385.216,-454.993,-1744.22
0.0212444,-0.990731,-0.0284388,0.131121,-384.597,-398.717,-1794.45,4,0,-335.267,-395.566,-1807.95,1,-371.746,-351.197,-1795.92,2,-433.172,-394.604,-1781.42,3,-398.203,-453.5,-1792.51
0.0210373,-0.990671,-0.0285411,0.131585,-397.565,-397.275,-1842.72,4,0,-348.236,-394.111,-1856.26,1,-384.726,-349.765,-1844.23,2,-446.144,-393.174,-1829.63,3,-411.154,-452.051,-1840.75
0.0205924,-0.990752,-0.0284155,0.131067,-333.013,-354.711,-1599.73,4,0,-283.676,-351.561,-1613.22,1,-320.184,-307.214,-1601.28,2,-381.563,-350.591,-1586.71,3,-346.628,-409.477,-1597.74
0.0210632,-0.990754,-0.0283066,0.131,-333.444,-304.7,-1598.07,4,0,-284.096,-301.543,-1611.51,1,-320.608,-257.211,-1599.61,2,-381.988,-300.552,-1585.01,3,-347.082,-359.494,-1596.15
0.0206587,-0.990804,-0.0283116,0.130685,-333.865,-254.673,-1596.37,4,0,-284.516,-251.523,-1609.78,1,-321.033,-207.201,-1597.93,2,-382.418,-250.527,-1583.35,3,-347.495,-309.439,-1594.41
0.0209374,-0.990811,-0.0282333,0.130606,-334.302,-204.658,-1594.73,4,0,-284.933,-201.504,-1608.13,1,-321.456,-157.176,-1596.27,2,-382.857,-200.518,-1581.7,3,-347.963,-259.432,-1592.8
0.0205608,-0.990773,-0.0282428,0.130955,-334.676,-154.653,-1593.02,4,0,-285.31,-151.51,-1606.44,1,-321.86,-107.19,-1594.63,2,-383.211,-150.5,-1579.95,3,-348.324,-209.413,-1591.07
0.0208219,-0.990641,-0.0283509,0.131885,-284.343,-403.957,-1614.43,4,0,-235.006,-400.814,-1627.96,1,-271.532,-356.474,-1616.01,2,-332.881,-399.805,-1601.28,3,-297.952,-458.737,-1612.46
0.0204326,-0.990687,-0.0284234,0.131586,-236.095,-403.138,-1627.4,4,0,-186.756,-399.986,-1640.92,1,-223.285,-355.668,-1629,2,-284.646,-398.995,-1614.3,3,-249.692,-457.902,-1625.39
0.0207442,-0.990669,-0.0283971,0.131678,-187.826,-402.304,-1640.36,4,0,-138.49,-399.146,-1653.84,1,-175.027,-354.84,-1641.97,2,-236.353,-398.148,-1627.21,3,-201.434,-457.081,-1638.41
0.0201901,-0.990667,-0.0284381,0.131764,-139.567,-401.484,-1653.34,4,0,-90.231,-398.32,-1666.81,1,-126.788,-354.045,-1655.03,2,-188.083,-397.323,-1640.17,3,-153.166,-456.249,-1651.35
0.0201028,-0.990654,-0.0284064,0.131888,-91.3016,-400.68,-1666.28,4,0,-41.9481,-397.508,-1679.74,1,-78.5261,-353.261,-1668.01,2,-139.827,-396.504,-1653.07,3,-104.906,-455.448,-1664.3
0.0168535,-0.989555,-0.0322711,0.139484,-137.691,-260.228,-1348.35,4,0,-88.5974,-256.69,-1362.55,1,-125.389,-212.71,-1350.55,2,-185.98,-256.402,-1334.44,3,-150.798,-315.11,-1345.85
0.0169738,-0.989572,-0.0321584,0.139375,-151.565,-259.02,-1396.34,4,0,-102.464,-255.496,-1410.55,1,-139.245,-211.5,-1398.51,2,-199.865,-255.196,-1382.46,3,-164.688,-313.888,-1393.84
0.017499,-0.989551,-0.032066,0.139477,-165.453,-257.807,-1444.39,4,0,-116.346,-254.296,-1458.62,1,-153.121,-210.275,-1446.51,2,-213.762,-253.968,-1430.49,3,-178.582,-312.689,-1441.94
0.0167197,-0.989651,-0.0321056,0.138853,-179.228,-256.617,-1492.45,4,0,-130.122,-253.098,-1506.62,1,-166.886,-209.094,-1494.62,2,-227.551,-252.788,-1478.63,3,-192.354,-311.489,-1489.93
0.0172852,-0.989637,-0.0320446,0.138901,-193.064,-255.448,-1540.49,4,0,-143.946,-251.94,-1554.67,1,-180.716,-207.911,-1542.6,2,-241.388,-251.623,-1526.66,3,-206.204,-310.318,-1538.02
0.0173638,-0.989598,-0.0319348,0.13919,-206.894,-254.282,-1588.54,4,0,-157.782,-250.785,-1602.74,1,-194.532,-206.745,-1590.66,2,-255.223,-250.445,-1574.67,3,-220.04,-309.152,-1586.08
0.0165689,-0.989591,-0.0322334,0.139267,-138.493,-210.162,-1346.92,4,0,-89.3867,-206.622,-1361.09,1,-126.193,-162.659,-1349.17,2,-186.781,-206.331,-1333.03,3,-151.612,-265.035,-1344.42
0.0161141,-0.989681,-0.0322396,0.13868,-139.29,-160.208,-1345.52,4,0,-90.1727,-156.667,-1359.6,1,-126.992,-112.717,-1347.81,2,-187.584,-156.378,-1331.66,3,-152.412,-215.072,-1342.99
