-654.062948,304.946337,283.705075,-2.399095,1.944394,-0.033266
-385.023586,320.735212,262.716300,2.014821,-2.343061,0.039788
-204.747196,455.718460,262.698100,2.237719,-2.187949,0.047057
46.201759,497.413722,262.612742,2.285073,-2.118251,0.031176
160.002212,389.466403,277.203973,-2.318459,2.021985,-0.003959
267.161478,320.871026,271.228203,-2.548715,1.792141,0.054940
235.092785,292.433503,612.879706,-2.093618,2.317014,0.059183
113.117611,601.722477,503.430282,-2.113238,2.321228,0.049348
-181.805731,510.511825,449.217163,-2.137662,2.209582,0.175448
-408.836344,251.973533,481.279488,-2.365332,2.050762,0.076181
-351.196838,3.113869,534.222094,-2.392152,1.960589,0.061947
-360.300989,-115.403506,502.541762,-2.444326,1.879446,0.103221
